<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTSX.ETH/USD;60;20191213;120000;144.1500000;144.2200000;142.7400000;143.5200000;2470
BTSX.ETH/USD;60;20191213;130000;143.5300000;144.0500000;143.5300000;143.8000000;759
BTSX.ETH/USD;60;20191213;140000;143.6300000;144.1200000;143.4600000;144.0400000;819
BTSX.ETH/USD;60;20191213;150000;144.0600000;144.4200000;144.0100000;144.1500000;2623
BTSX.ETH/USD;60;20191213;160000;144.2300000;144.3300000;143.9100000;144.3000000;2920
BTSX.ETH/USD;60;20191213;170000;144.3000000;144.3900000;144.0700000;144.2200000;2708
BTSX.ETH/USD;60;20191213;180000;144.1700000;144.3300000;143.7700000;143.8600000;423
BTSX.ETH/USD;60;20191213;190000;143.6600000;144.5200000;143.6600000;144.5200000;27
BTSX.ETH/USD;60;20191213;200000;144.5300000;145.1200000;144.4100000;144.9000000;1067
BTSX.ETH/USD;60;20191213;210000;144.7600000;145.0600000;144.5800000;144.8200000;106
BTSX.ETH/USD;60;20191213;220000;144.8300000;145.0800000;144.2700000;144.5200000;191
BTSX.ETH/USD;60;20191213;230000;144.4900000;144.7400000;144.2100000;144.4400000;119
BTSX.ETH/USD;60;20191214;000000;144.4000000;144.4300000;143.8600000;144.3600000;17
BTSX.ETH/USD;60;20191214;010000;144.2700000;144.3200000;144.1200000;144.1200000;14
BTSX.ETH/USD;60;20191214;020000;144.2900000;144.6600000;144.2600000;144.6500000;61
BTSX.ETH/USD;60;20191214;030000;144.6400000;144.6900000;144.5100000;144.5900000;186
BTSX.ETH/USD;60;20191214;040000;144.6700000;144.9300000;144.5900000;144.8600000;68
BTSX.ETH/USD;60;20191214;050000;144.6800000;144.9200000;144.6800000;144.9200000;0
BTSX.ETH/USD;60;20191214;060000;145.0000000;145.0000000;144.4000000;144.4200000;22
BTSX.ETH/USD;60;20191214;070000;144.5000000;144.6400000;144.2000000;144.6400000;9
BTSX.ETH/USD;60;20191214;080000;144.6300000;144.7100000;144.3500000;144.4500000;263
BTSX.ETH/USD;60;20191214;090000;144.3900000;144.4900000;144.2200000;144.4700000;64
BTSX.ETH/USD;60;20191214;100000;144.4700000;144.4900000;143.6100000;143.8300000;245
BTSX.ETH/USD;60;20191214;110000;143.5900000;144.1300000;143.5300000;143.9500000;34
BTSX.ETH/USD;60;20191214;120000;143.7900000;143.7900000;142.5000000;142.8000000;411
BTSX.ETH/USD;60;20191214;130000;142.8000000;143.2800000;142.8000000;142.9400000;75
BTSX.ETH/USD;60;20191214;140000;142.9700000;142.9700000;142.8000000;142.9000000;67
BTSX.ETH/USD;60;20191214;150000;142.6900000;143.2800000;142.2200000;143.2800000;108
BTSX.ETH/USD;60;20191214;160000;143.0400000;143.0400000;142.3200000;142.4800000;53
BTSX.ETH/USD;60;20191214;170000;142.2100000;142.7400000;142.2100000;142.5500000;58
BTSX.ETH/USD;60;20191214;180000;142.0100000;142.7900000;142.0000000;142.7400000;268
BTSX.ETH/USD;60;20191214;190000;142.5200000;142.7500000;141.0800000;141.4400000;637
BTSX.ETH/USD;60;20191214;200000;141.5600000;142.0400000;141.0200000;141.9600000;1464
BTSX.ETH/USD;60;20191214;210000;141.9700000;141.9900000;141.6900000;141.9600000;146
BTSX.ETH/USD;60;20191214;220000;142.0700000;142.4000000;142.0000000;142.4000000;595
BTSX.ETH/USD;60;20191214;230000;142.2900000;142.4300000;141.9800000;142.0500000;549
BTSX.ETH/USD;60;20191215;000000;142.1700000;142.1700000;141.8000000;141.8800000;52
BTSX.ETH/USD;60;20191215;010000;142.0300000;142.1000000;141.9300000;141.9300000;141
BTSX.ETH/USD;60;20191215;020000;142.1500000;142.1500000;141.8000000;142.1500000;231
BTSX.ETH/USD;60;20191215;030000;142.1500000;142.2000000;141.6400000;141.6400000;115
BTSX.ETH/USD;60;20191215;040000;141.5700000;141.5700000;139.7900000;140.4600000;919
BTSX.ETH/USD;60;20191215;050000;140.5300000;140.8400000;140.2400000;140.8300000;27
BTSX.ETH/USD;60;20191215;060000;140.6700000;141.2100000;140.6700000;141.0800000;19
BTSX.ETH/USD;60;20191215;070000;141.0800000;141.0800000;140.6700000;140.9400000;40
BTSX.ETH/USD;60;20191215;080000;140.9300000;141.1500000;140.8300000;141.0300000;45
BTSX.ETH/USD;60;20191215;090000;140.8900000;141.0800000;140.8300000;140.9700000;146
BTSX.ETH/USD;60;20191215;100000;140.8700000;140.8700000;140.4700000;140.4700000;11
BTSX.ETH/USD;60;20191215;110000;141.0300000;144.0000000;140.5500000;143.2000000;2335
BTSX.ETH/USD;60;20191215;120000;143.2000000;143.8200000;143.0300000;143.4400000;514
BTSX.ETH/USD;60;20191215;130000;143.5000000;143.5000000;142.7900000;143.0600000;127
BTSX.ETH/USD;60;20191215;140000;142.9800000;142.9800000;142.2500000;142.2500000;108
BTSX.ETH/USD;60;20191215;150000;142.3600000;142.6300000;142.3600000;142.6000000;36
BTSX.ETH/USD;60;20191215;160000;142.6000000;143.0000000;141.9500000;141.9500000;433
BTSX.ETH/USD;60;20191215;170000;142.0900000;142.4800000;142.0700000;142.1200000;670
BTSX.ETH/USD;60;20191215;180000;142.2500000;142.7100000;142.2500000;142.6100000;22
BTSX.ETH/USD;60;20191215;190000;142.6500000;143.2500000;142.5100000;143.0000000;437
BTSX.ETH/USD;60;20191215;200000;143.0000000;143.1100000;142.2000000;142.2500000;246
BTSX.ETH/USD;60;20191215;210000;142.3300000;142.6500000;142.3300000;142.4600000;97
BTSX.ETH/USD;60;20191215;220000;142.5300000;142.8100000;142.4800000;142.8100000;385
BTSX.ETH/USD;60;20191215;230000;142.6700000;142.8000000;142.3300000;142.6000000;218
BTSX.ETH/USD;60;20191216;000000;142.6200000;143.0000000;142.6200000;142.8000000;681
BTSX.ETH/USD;60;20191216;010000;142.7600000;142.7600000;142.3900000;142.5900000;420
BTSX.ETH/USD;60;20191216;020000;142.7000000;142.9600000;142.1900000;142.5000000;820
BTSX.ETH/USD;60;20191216;030000;142.5900000;142.5900000;141.9800000;142.3300000;44
BTSX.ETH/USD;60;20191216;040000;142.5300000;142.5300000;141.6600000;141.9300000;76
BTSX.ETH/USD;60;20191216;050000;141.8700000;141.9600000;141.6300000;141.8900000;68
BTSX.ETH/USD;60;20191216;060000;141.7200000;141.7200000;141.3900000;141.5500000;1185
BTSX.ETH/USD;60;20191216;070000;141.5600000;141.6900000;140.7600000;141.1500000;680
BTSX.ETH/USD;60;20191216;080000;140.9700000;141.1900000;140.6400000;141.0400000;250
BTSX.ETH/USD;60;20191216;090000;141.1100000;141.1400000;141.0400000;141.0500000;22
BTSX.ETH/USD;60;20191216;100000;141.0100000;141.5000000;141.0100000;141.5000000;287
BTSX.ETH/USD;60;20191216;110000;141.5100000;141.6000000;140.7800000;140.7800000;176
BTSX.ETH/USD;60;20191216;120000;140.6500000;140.8800000;139.8600000;140.6200000;543
BTSX.ETH/USD;60;20191216;130000;140.7000000;140.7300000;140.2200000;140.5400000;228
BTSX.ETH/USD;60;20191216;140000;140.2100000;141.0000000;140.2100000;140.7000000;334
BTSX.ETH/USD;60;20191216;150000;140.5900000;141.2100000;140.3000000;140.7500000;602
BTSX.ETH/USD;60;20191216;160000;140.9300000;141.2100000;140.2900000;141.0700000;1366
BTSX.ETH/USD;60;20191216;170000;140.9200000;141.7800000;140.8900000;141.7800000;1229
BTSX.ETH/USD;60;20191216;180000;141.7900000;142.0100000;141.1900000;141.3400000;2131
BTSX.ETH/USD;60;20191216;190000;141.3900000;141.4200000;140.4900000;140.6900000;427
BTSX.ETH/USD;60;20191216;200000;140.6300000;140.9300000;140.4900000;140.8600000;780
BTSX.ETH/USD;60;20191216;210000;140.7800000;140.8800000;140.6400000;140.8500000;2153
BTSX.ETH/USD;60;20191216;220000;140.8500000;140.8500000;128.9400000;133.4600000;20358
BTSX.ETH/USD;60;20191216;230000;133.2000000;133.5700000;130.0600000;131.4100000;4656
BTSX.ETH/USD;60;20191217;000000;131.4600000;132.7300000;130.7300000;131.4000000;3189
BTSX.ETH/USD;60;20191217;010000;131.4200000;132.0800000;131.2300000;131.6800000;5986
BTSX.ETH/USD;60;20191217;020000;131.5700000;132.5500000;131.4700000;132.3100000;807
BTSX.ETH/USD;60;20191217;030000;132.1600000;132.6500000;131.1100000;132.2900000;1113
BTSX.ETH/USD;60;20191217;040000;132.3300000;132.6300000;132.0400000;132.2900000;822
BTSX.ETH/USD;60;20191217;050000;132.2100000;132.3200000;132.0400000;132.1300000;519
BTSX.ETH/USD;60;20191217;060000;132.1600000;132.5200000;131.9400000;132.0300000;491
BTSX.ETH/USD;60;20191217;070000;132.0900000;132.2600000;130.5400000;131.6100000;202
BTSX.ETH/USD;60;20191217;080000;131.7600000;131.7600000;130.9000000;131.3000000;179
BTSX.ETH/USD;60;20191217;090000;131.2300000;131.9200000;131.2300000;131.6000000;244
BTSX.ETH/USD;60;20191217;100000;131.5000000;131.5000000;130.8600000;131.2200000;61
BTSX.ETH/USD;60;20191217;110000;130.9700000;131.1800000;130.5100000;130.6500000;892
BTSX.ETH/USD;60;20191217;120000;130.9300000;131.6500000;130.5800000;131.0900000;533
BTSX.ETH/USD;60;20191217;130000;130.9900000;131.5000000;130.9900000;131.4800000;257
BTSX.ETH/USD;60;20191217;140000;131.4900000;132.1000000;131.4900000;131.5500000;437
BTSX.ETH/USD;60;20191217;150000;131.5500000;132.1100000;131.2500000;131.9100000;7371
BTSX.ETH/USD;60;20191217;160000;132.2000000;132.2900000;131.3600000;131.4700000;790
BTSX.ETH/USD;60;20191217;170000;131.4700000;131.6400000;129.7000000;130.4500000;2646
BTSX.ETH/USD;60;20191217;180000;130.4000000;130.4100000;126.5100000;128.9200000;5459
BTSX.ETH/USD;60;20191217;190000;128.9500000;128.9800000;126.5600000;127.1700000;1484
BTSX.ETH/USD;60;20191217;200000;127.2200000;128.3400000;125.8200000;128.1700000;3339
BTSX.ETH/USD;60;20191217;210000;128.0700000;128.2800000;126.3700000;127.5000000;1335
BTSX.ETH/USD;60;20191217;220000;127.2400000;127.5900000;126.4100000;126.8700000;787
BTSX.ETH/USD;60;20191217;230000;126.8900000;127.0400000;122.3300000;122.7500000;6019
BTSX.ETH/USD;60;20191218;000000;122.6400000;123.1500000;120.5000000;120.9900000;5414
BTSX.ETH/USD;60;20191218;010000;120.8600000;122.1300000;120.8100000;121.9700000;1124
BTSX.ETH/USD;60;20191218;020000;121.9200000;122.7200000;120.7700000;120.7700000;2849
BTSX.ETH/USD;60;20191218;030000;121.0700000;122.5800000;119.7200000;121.7800000;5261
BTSX.ETH/USD;60;20191218;040000;121.8200000;124.5300000;121.4000000;124.0100000;2259
BTSX.ETH/USD;60;20191218;050000;124.2800000;125.5100000;123.9700000;124.4100000;827
BTSX.ETH/USD;60;20191218;060000;124.1700000;125.4000000;124.0000000;124.5800000;335
BTSX.ETH/USD;60;20191218;070000;124.5400000;125.0600000;123.7000000;123.7600000;278
BTSX.ETH/USD;60;20191218;080000;124.0300000;124.1700000;123.0700000;123.5900000;355
BTSX.ETH/USD;60;20191218;090000;123.5200000;123.5700000;122.9200000;123.0300000;385
BTSX.ETH/USD;60;20191218;100000;123.1400000;123.3500000;121.4900000;121.8400000;586
BTSX.ETH/USD;60;20191218;110000;121.7600000;121.8400000;120.5100000;121.6400000;990
BTSX.ETH/USD;60;20191218;120000;121.5600000;122.5200000;121.2800000;121.7500000;621
BTSX.ETH/USD;60;20191218;130000;121.5300000;122.5000000;121.3400000;121.9000000;2929
BTSX.ETH/USD;60;20191218;140000;122.1000000;123.5900000;122.0500000;123.3200000;4501
BTSX.ETH/USD;60;20191218;150000;123.3400000;123.3500000;121.5500000;121.6400000;371
BTSX.ETH/USD;60;20191218;160000;121.5900000;122.0100000;119.6000000;120.4400000;1942
BTSX.ETH/USD;60;20191218;170000;120.1800000;122.4400000;116.0000000;122.0600000;10617
BTSX.ETH/USD;60;20191218;180000;122.2300000;124.9700000;122.0000000;123.2700000;3758
BTSX.ETH/USD;60;20191218;190000;123.4300000;128.5600000;123.4000000;127.4100000;5845
BTSX.ETH/USD;60;20191218;200000;127.6500000;129.0000000;125.8900000;128.5300000;1917
BTSX.ETH/USD;60;20191218;210000;128.4700000;129.4200000;126.8400000;127.4600000;1147
BTSX.ETH/USD;60;20191218;220000;127.7500000;127.8300000;126.5400000;127.4300000;351
BTSX.ETH/USD;60;20191218;230000;127.3400000;129.4500000;127.2300000;128.9100000;2417
BTSX.ETH/USD;60;20191219;000000;129.0700000;132.3300000;128.4700000;129.9900000;7065
BTSX.ETH/USD;60;20191219;010000;129.5300000;133.1700000;129.5300000;130.5700000;2795
BTSX.ETH/USD;60;20191219;020000;130.6000000;134.8100000;130.6000000;134.0200000;773
BTSX.ETH/USD;60;20191219;030000;134.0400000;134.2100000;131.7300000;132.9400000;2315
BTSX.ETH/USD;60;20191219;040000;133.6300000;134.1000000;130.5700000;130.9200000;2742
BTSX.ETH/USD;60;20191219;050000;130.9400000;130.9600000;126.9100000;128.5000000;5390
BTSX.ETH/USD;60;20191219;060000;128.5200000;129.3600000;127.9900000;128.3600000;280
BTSX.ETH/USD;60;20191219;070000;128.6700000;129.1900000;128.4200000;129.1900000;105
BTSX.ETH/USD;60;20191219;080000;128.2800000;128.7100000;128.0000000;128.3300000;189
BTSX.ETH/USD;60;20191219;090000;128.0000000;128.6500000;127.6700000;128.5000000;95
BTSX.ETH/USD;60;20191219;100000;128.1800000;128.1800000;127.5700000;127.6000000;1502
BTSX.ETH/USD;60;20191219;110000;127.4700000;128.1300000;127.3600000;127.3600000;1005
BTSX.ETH/USD;60;20191219;120000;127.4300000;127.5700000;127.0000000;127.0800000;1325
BTSX.ETH/USD;60;20191219;130000;127.0800000;127.3900000;125.6000000;126.7400000;7150
BTSX.ETH/USD;60;20191219;140000;127.2100000;128.3800000;127.1300000;127.8700000;804
BTSX.ETH/USD;60;20191219;150000;127.7200000;127.8300000;125.9200000;126.0300000;987
BTSX.ETH/USD;60;20191219;160000;125.9600000;127.4200000;125.6900000;126.7500000;1261
BTSX.ETH/USD;60;20191219;170000;126.7600000;127.6700000;125.8100000;126.0000000;7450
BTSX.ETH/USD;60;20191219;180000;126.1100000;126.7600000;125.9900000;126.7600000;232
BTSX.ETH/USD;60;20191219;190000;126.6700000;127.7400000;126.4700000;127.3600000;197
BTSX.ETH/USD;60;20191219;200000;127.1200000;128.8000000;126.7400000;126.9500000;2893
BTSX.ETH/USD;60;20191219;210000;126.7400000;127.1100000;126.5000000;126.7400000;310
BTSX.ETH/USD;60;20191219;220000;126.5100000;128.0400000;126.3600000;127.4700000;1432
BTSX.ETH/USD;60;20191219;230000;127.7100000;128.0000000;127.0100000;127.6900000;212
BTSX.ETH/USD;60;20191220;000000;127.4700000;127.4700000;126.2500000;126.9600000;248
BTSX.ETH/USD;60;20191220;010000;126.5800000;127.0100000;125.8900000;126.8100000;1773
BTSX.ETH/USD;60;20191220;020000;126.0300000;127.5000000;126.0300000;127.4200000;718
BTSX.ETH/USD;60;20191220;030000;127.3800000;128.3500000;127.1500000;128.1500000;504
BTSX.ETH/USD;60;20191220;040000;128.2500000;128.6200000;126.1100000;127.3400000;947
BTSX.ETH/USD;60;20191220;050000;127.4200000;127.5400000;126.3300000;127.2300000;171
BTSX.ETH/USD;60;20191220;060000;127.0200000;127.2700000;126.6300000;126.6300000;181
BTSX.ETH/USD;60;20191220;070000;126.8000000;127.0500000;126.7700000;126.8200000;17
BTSX.ETH/USD;60;20191220;080000;126.8600000;126.9300000;126.6700000;126.7400000;22
BTSX.ETH/USD;60;20191220;090000;126.6700000;126.6700000;125.7200000;125.8700000;1232
BTSX.ETH/USD;60;20191220;100000;126.1400000;126.5000000;125.9000000;126.4100000;262
BTSX.ETH/USD;60;20191220;110000;126.3700000;127.3200000;126.3700000;127.3100000;401
BTSX.ETH/USD;60;20191220;120000;127.0500000;127.2700000;126.5000000;126.9100000;3697
BTSX.ETH/USD;60;20191220;130000;126.9400000;127.4300000;126.8300000;126.8300000;238
BTSX.ETH/USD;60;20191220;140000;126.8400000;127.1900000;126.6500000;127.0800000;25
BTSX.ETH/USD;60;20191220;150000;127.0100000;127.3200000;126.9500000;127.1800000;3425
BTSX.ETH/USD;60;20191220;160000;127.1500000;128.3200000;126.5300000;128.3200000;1495
BTSX.ETH/USD;60;20191220;170000;127.9900000;128.3200000;127.9900000;128.0300000;182
BTSX.ETH/USD;60;20191220;180000;128.0400000;128.7500000;126.9600000;128.5200000;1101
BTSX.ETH/USD;60;20191220;190000;128.8000000;129.3500000;126.6300000;127.2300000;764
BTSX.ETH/USD;60;20191220;200000;127.1400000;127.9900000;126.8300000;127.7700000;1672
BTSX.ETH/USD;60;20191220;210000;127.6000000;128.1200000;127.5100000;128.0500000;902
BTSX.ETH/USD;60;20191220;220000;127.8600000;128.3700000;127.6600000;128.0700000;283
BTSX.ETH/USD;60;20191220;230000;128.0500000;128.2700000;127.9100000;128.1500000;191
BTSX.ETH/USD;60;20191221;000000;127.9400000;128.5100000;127.9400000;128.4400000;82
BTSX.ETH/USD;60;20191221;010000;128.4900000;128.4900000;128.0300000;128.0300000;28
BTSX.ETH/USD;60;20191221;020000;128.0800000;128.3100000;127.7600000;128.3100000;347
BTSX.ETH/USD;60;20191221;030000;128.1400000;128.4600000;127.9400000;128.2800000;495
BTSX.ETH/USD;60;20191221;040000;128.4000000;128.4400000;127.2700000;127.8500000;1091
BTSX.ETH/USD;60;20191221;050000;127.7400000;127.9100000;127.1000000;127.2000000;198
BTSX.ETH/USD;60;20191221;060000;127.3100000;127.6200000;127.2000000;127.3700000;196
BTSX.ETH/USD;60;20191221;070000;127.3700000;127.6400000;127.3100000;127.4200000;23
BTSX.ETH/USD;60;20191221;080000;127.5400000;128.0000000;127.4700000;127.6100000;48
BTSX.ETH/USD;60;20191221;090000;127.6000000;127.7200000;127.4700000;127.5100000;85
BTSX.ETH/USD;60;20191221;100000;127.4600000;127.5600000;127.2600000;127.2600000;4
BTSX.ETH/USD;60;20191221;110000;127.1400000;127.4900000;126.9500000;127.1500000;297
BTSX.ETH/USD;60;20191221;120000;127.1500000;127.4100000;127.0400000;127.4100000;44
BTSX.ETH/USD;60;20191221;130000;127.2400000;127.3300000;126.6300000;126.7800000;159
BTSX.ETH/USD;60;20191221;140000;126.6200000;127.2500000;126.6200000;127.2500000;219
BTSX.ETH/USD;60;20191221;150000;126.8500000;127.9000000;126.8500000;127.7000000;119
BTSX.ETH/USD;60;20191221;160000;127.5600000;127.6400000;127.3500000;127.6100000;156
BTSX.ETH/USD;60;20191221;170000;127.7100000;127.7700000;126.8000000;127.0000000;299
BTSX.ETH/USD;60;20191221;180000;126.8900000;127.5300000;126.8100000;127.3300000;946
BTSX.ETH/USD;60;20191221;190000;127.2600000;127.6800000;127.0900000;127.1700000;97
BTSX.ETH/USD;60;20191221;200000;127.3800000;127.5900000;127.1000000;127.1000000;1113
BTSX.ETH/USD;60;20191221;210000;127.2000000;127.5000000;127.1200000;127.1200000;57
BTSX.ETH/USD;60;20191221;220000;127.2600000;127.3300000;126.9700000;127.1700000;20
BTSX.ETH/USD;60;20191221;230000;126.9300000;127.1000000;126.8300000;127.1000000;311
BTSX.ETH/USD;60;20191222;000000;127.1300000;127.2700000;126.9600000;126.9900000;18
BTSX.ETH/USD;60;20191222;010000;127.2000000;127.6400000;126.7700000;126.9100000;1098
BTSX.ETH/USD;60;20191222;020000;127.0400000;127.4200000;127.0400000;127.1800000;67
BTSX.ETH/USD;60;20191222;030000;127.4200000;127.4200000;127.0200000;127.1100000;70
BTSX.ETH/USD;60;20191222;040000;127.1400000;127.1400000;126.8700000;127.0300000;16
BTSX.ETH/USD;60;20191222;050000;127.0000000;127.4800000;126.9800000;127.2300000;10
BTSX.ETH/USD;60;20191222;060000;127.5000000;127.5000000;127.1500000;127.2400000;49
BTSX.ETH/USD;60;20191222;070000;127.0600000;127.2700000;127.0500000;127.2600000;15
BTSX.ETH/USD;60;20191222;080000;127.2700000;127.3500000;127.1400000;127.3500000;5
BTSX.ETH/USD;60;20191222;090000;127.3600000;127.3600000;126.9600000;126.9600000;86
BTSX.ETH/USD;60;20191222;100000;127.1300000;127.1800000;126.9500000;127.0200000;10
BTSX.ETH/USD;60;20191222;110000;127.2200000;129.4900000;127.2200000;129.3500000;1290
BTSX.ETH/USD;60;20191222;120000;129.4400000;130.8100000;128.7100000;129.0500000;2456
BTSX.ETH/USD;60;20191222;130000;128.9800000;129.2400000;128.8000000;128.8000000;34
BTSX.ETH/USD;60;20191222;140000;129.0800000;129.6800000;129.0800000;129.2200000;138
BTSX.ETH/USD;60;20191222;150000;129.5000000;129.7200000;129.0900000;129.0900000;115
BTSX.ETH/USD;60;20191222;160000;129.1400000;129.5500000;129.1300000;129.2900000;121
BTSX.ETH/USD;60;20191222;170000;129.5000000;129.9000000;129.5000000;129.6500000;251
BTSX.ETH/USD;60;20191222;180000;129.5200000;129.5200000;129.3900000;129.4700000;505
BTSX.ETH/USD;60;20191222;190000;129.6700000;129.9000000;129.3300000;129.7400000;492
BTSX.ETH/USD;60;20191222;200000;129.6000000;130.4800000;129.4500000;129.7700000;1162
BTSX.ETH/USD;60;20191222;210000;129.7800000;131.0300000;129.5600000;130.4400000;1527
BTSX.ETH/USD;60;20191222;220000;130.8000000;131.8500000;129.9900000;131.4900000;880
BTSX.ETH/USD;60;20191222;230000;131.6600000;132.4600000;131.6600000;132.1700000;1143
BTSX.ETH/USD;60;20191223;000000;132.2200000;133.0500000;131.9900000;132.7000000;179
BTSX.ETH/USD;60;20191223;010000;132.9800000;132.9800000;131.8500000;132.2500000;1096
BTSX.ETH/USD;60;20191223;020000;131.8900000;132.2000000;131.2400000;132.0100000;1166
BTSX.ETH/USD;60;20191223;030000;132.0300000;132.4200000;131.7000000;132.2800000;1159
BTSX.ETH/USD;60;20191223;040000;132.4400000;135.0000000;132.4400000;133.8400000;2584
BTSX.ETH/USD;60;20191223;050000;133.8900000;134.7000000;133.3700000;134.2300000;905
BTSX.ETH/USD;60;20191223;060000;134.4000000;135.1600000;134.0700000;134.2100000;1061
BTSX.ETH/USD;60;20191223;070000;134.0500000;134.2500000;133.6900000;134.1200000;866
BTSX.ETH/USD;60;20191223;080000;134.1000000;134.1000000;133.4200000;133.4600000;48
BTSX.ETH/USD;60;20191223;090000;133.0400000;133.0400000;132.1000000;132.2100000;321
BTSX.ETH/USD;60;20191223;100000;132.2800000;132.5300000;131.0600000;131.7800000;810
BTSX.ETH/USD;60;20191223;110000;131.8100000;132.4000000;131.4800000;131.8800000;44
BTSX.ETH/USD;60;20191223;120000;131.9800000;132.6600000;131.7400000;132.5700000;121
BTSX.ETH/USD;60;20191223;130000;132.5600000;132.9400000;132.2400000;132.8500000;336
BTSX.ETH/USD;60;20191223;140000;132.7900000;133.6100000;132.7200000;132.7200000;402
BTSX.ETH/USD;60;20191223;150000;132.4800000;133.1900000;132.4800000;132.9000000;222
BTSX.ETH/USD;60;20191223;160000;132.9400000;133.0500000;132.7800000;133.0200000;423
BTSX.ETH/USD;60;20191223;170000;132.9400000;133.8700000;132.7000000;133.0700000;792
BTSX.ETH/USD;60;20191223;180000;132.6100000;133.6800000;132.3900000;133.1000000;837
BTSX.ETH/USD;60;20191223;190000;133.1900000;133.4800000;132.7200000;133.4800000;1083
BTSX.ETH/USD;60;20191223;200000;133.0600000;134.2800000;131.1600000;131.2100000;2274
BTSX.ETH/USD;60;20191223;210000;131.6000000;131.7200000;128.5400000;129.5400000;2849
BTSX.ETH/USD;60;20191223;220000;129.2100000;129.8700000;128.8900000;129.3800000;318
BTSX.ETH/USD;60;20191223;230000;129.0400000;129.3500000;128.6700000;129.2000000;139
BTSX.ETH/USD;60;20191224;000000;128.9500000;129.1200000;128.6300000;128.9600000;64
BTSX.ETH/USD;60;20191224;010000;128.8400000;128.8400000;126.1000000;127.4100000;2908
BTSX.ETH/USD;60;20191224;020000;126.8000000;127.2100000;126.1900000;127.0100000;238
BTSX.ETH/USD;60;20191224;030000;127.5800000;128.3000000;127.2600000;128.1100000;1005
BTSX.ETH/USD;60;20191224;040000;127.7200000;128.1700000;127.4800000;128.1700000;311
BTSX.ETH/USD;60;20191224;050000;128.2200000;128.4600000;127.3900000;127.5200000;134
BTSX.ETH/USD;60;20191224;060000;127.6800000;128.0300000;127.5800000;127.8500000;67
BTSX.ETH/USD;60;20191224;070000;128.0400000;128.0400000;127.4400000;127.7400000;53
BTSX.ETH/USD;60;20191224;080000;127.7000000;127.9500000;127.5800000;127.9500000;56
BTSX.ETH/USD;60;20191224;090000;127.8900000;128.1500000;127.8000000;128.0600000;59
BTSX.ETH/USD;60;20191224;100000;128.0300000;128.1800000;127.8700000;127.8900000;50
BTSX.ETH/USD;60;20191224;110000;127.7800000;127.7800000;126.7900000;126.7900000;1147
BTSX.ETH/USD;60;20191224;120000;126.8400000;128.7000000;126.6300000;127.8700000;926
BTSX.ETH/USD;60;20191224;130000;128.3400000;128.5700000;127.8700000;128.3400000;578
BTSX.ETH/USD;60;20191224;140000;128.4400000;128.9300000;128.1300000;128.5500000;246
BTSX.ETH/USD;60;20191224;150000;128.4200000;128.5500000;128.1400000;128.5500000;414
BTSX.ETH/USD;60;20191224;160000;128.4000000;128.6200000;128.1300000;128.2800000;249
BTSX.ETH/USD;60;20191224;170000;128.3200000;128.7200000;128.2500000;128.6500000;214
BTSX.ETH/USD;60;20191224;180000;128.6500000;129.6900000;128.3300000;128.3900000;470
BTSX.ETH/USD;60;20191224;190000;128.5000000;128.5000000;127.0000000;127.6700000;280
BTSX.ETH/USD;60;20191224;200000;127.5900000;128.2200000;126.7000000;128.2200000;583
BTSX.ETH/USD;60;20191224;210000;128.3200000;128.3200000;127.4600000;127.4600000;82
BTSX.ETH/USD;60;20191224;220000;127.5200000;127.8000000;127.1500000;127.4200000;500
BTSX.ETH/USD;60;20191224;230000;127.2200000;128.1700000;127.0800000;127.6000000;644
BTSX.ETH/USD;60;20191225;000000;127.7600000;127.7900000;127.1700000;127.7200000;24
BTSX.ETH/USD;60;20191225;010000;127.6300000;128.1600000;127.6300000;127.9900000;22
BTSX.ETH/USD;60;20191225;020000;128.0500000;128.0500000;127.3900000;127.6800000;140
BTSX.ETH/USD;60;20191225;030000;128.0500000;128.0500000;127.4700000;127.7400000;179
BTSX.ETH/USD;60;20191225;040000;127.8200000;127.8200000;126.8300000;126.8300000;126
BTSX.ETH/USD;60;20191225;050000;126.5800000;126.6600000;125.0000000;126.2800000;1301
BTSX.ETH/USD;60;20191225;060000;126.0300000;126.1500000;125.4800000;125.7000000;211
BTSX.ETH/USD;60;20191225;070000;125.6300000;125.7800000;125.4400000;125.6200000;89
BTSX.ETH/USD;60;20191225;080000;125.6500000;126.2500000;125.6300000;126.2500000;110
BTSX.ETH/USD;60;20191225;090000;126.1800000;126.1800000;125.9400000;125.9400000;78
BTSX.ETH/USD;60;20191225;100000;125.7600000;125.8300000;124.6100000;125.0500000;476
BTSX.ETH/USD;60;20191225;110000;124.9100000;125.7800000;124.6000000;125.7800000;954
BTSX.ETH/USD;60;20191225;120000;125.5400000;125.8900000;125.5100000;125.8700000;146
BTSX.ETH/USD;60;20191225;130000;125.7400000;125.7400000;125.0700000;125.3300000;207
BTSX.ETH/USD;60;20191225;140000;125.3700000;125.3700000;123.7600000;124.4900000;662
BTSX.ETH/USD;60;20191225;150000;124.3700000;124.6200000;123.8700000;124.3800000;127
BTSX.ETH/USD;60;20191225;160000;124.3400000;125.3100000;123.0200000;124.4800000;920
BTSX.ETH/USD;60;20191225;170000;124.4300000;124.4300000;123.8200000;124.1700000;352
