<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTSX.ETH/USD;60;20190506;150000;162.1100000;163.9800000;162.0600000;163.3100000;868
BTSX.ETH/USD;60;20190506;160000;163.0900000;163.6600000;162.0400000;162.3200000;7061
BTSX.ETH/USD;60;20190506;170000;162.3400000;163.3100000;162.3400000;162.8800000;2340
BTSX.ETH/USD;60;20190506;180000;162.8800000;166.7800000;162.8000000;165.6100000;3985
BTSX.ETH/USD;60;20190506;190000;165.4100000;168.8000000;165.3400000;168.2300000;3955
BTSX.ETH/USD;60;20190506;200000;168.5900000;175.9800000;168.5900000;173.5800000;17012
BTSX.ETH/USD;60;20190506;210000;173.5500000;174.2900000;172.5600000;173.5500000;11171
BTSX.ETH/USD;60;20190506;220000;173.7700000;174.4800000;173.1300000;173.9000000;5127
BTSX.ETH/USD;60;20190506;230000;174.3100000;174.7500000;172.8600000;173.4600000;1189
BTSX.ETH/USD;60;20190507;000000;173.4600000;173.5400000;172.4800000;173.0700000;2361
BTSX.ETH/USD;60;20190507;010000;173.2100000;173.4800000;172.6900000;173.2600000;1399
BTSX.ETH/USD;60;20190507;020000;173.1000000;173.7200000;172.8600000;173.0700000;615
BTSX.ETH/USD;60;20190507;030000;173.3400000;173.3400000;171.1600000;171.2100000;941
BTSX.ETH/USD;60;20190507;040000;171.2100000;180.7400000;171.2100000;179.2100000;11981
BTSX.ETH/USD;60;20190507;050000;179.2100000;180.2000000;177.5500000;177.6000000;3872
BTSX.ETH/USD;60;20190507;060000;177.5300000;179.2600000;177.1400000;178.2400000;3341
BTSX.ETH/USD;60;20190507;070000;178.2400000;178.8700000;177.0300000;177.8800000;2745
BTSX.ETH/USD;60;20190507;080000;177.7400000;177.9300000;175.7200000;176.6300000;2051
BTSX.ETH/USD;60;20190507;090000;176.7300000;177.6100000;175.3700000;175.5400000;4606
BTSX.ETH/USD;60;20190507;100000;175.5400000;177.3000000;175.3600000;176.3600000;2241
BTSX.ETH/USD;60;20190507;110000;176.0800000;176.5300000;174.3100000;175.5100000;5979
BTSX.ETH/USD;60;20190507;120000;175.5100000;176.2600000;174.6600000;175.1600000;2459
BTSX.ETH/USD;60;20190507;130000;175.1600000;177.6600000;174.8700000;176.8500000;2988
BTSX.ETH/USD;60;20190507;140000;177.0300000;177.6400000;175.7100000;176.0600000;2564
BTSX.ETH/USD;60;20190507;150000;175.9100000;176.4700000;174.6600000;176.2400000;2213
BTSX.ETH/USD;60;20190507;160000;176.3200000;176.9300000;175.4600000;176.1800000;4013
BTSX.ETH/USD;60;20190507;170000;176.0500000;177.4200000;175.4800000;177.4200000;2085
BTSX.ETH/USD;60;20190507;180000;177.4200000;178.0000000;168.2200000;171.1400000;14658
BTSX.ETH/USD;60;20190507;190000;171.4900000;172.0400000;170.1900000;172.0400000;2637
BTSX.ETH/USD;60;20190507;200000;171.7000000;173.6000000;171.4300000;173.1100000;2984
BTSX.ETH/USD;60;20190507;210000;173.1900000;173.2100000;171.3500000;171.6100000;3780
BTSX.ETH/USD;60;20190507;220000;171.2700000;171.7100000;169.8300000;170.1400000;11209
BTSX.ETH/USD;60;20190507;230000;170.3400000;170.6900000;168.6600000;169.6700000;5852
BTSX.ETH/USD;60;20190508;000000;169.4900000;171.4500000;169.4900000;170.0400000;2221
BTSX.ETH/USD;60;20190508;010000;170.0400000;172.3700000;170.0400000;171.7300000;1256
BTSX.ETH/USD;60;20190508;020000;171.7300000;172.8300000;170.8300000;172.5600000;1100
BTSX.ETH/USD;60;20190508;030000;172.4900000;173.5200000;165.0200000;166.1400000;15594
BTSX.ETH/USD;60;20190508;040000;166.3200000;166.3200000;162.2500000;165.1200000;11285
BTSX.ETH/USD;60;20190508;050000;164.9900000;167.1000000;164.8800000;166.7200000;2445
BTSX.ETH/USD;60;20190508;060000;166.6600000;167.7600000;166.5700000;166.8200000;3252
BTSX.ETH/USD;60;20190508;070000;166.9000000;167.0600000;166.0400000;166.6300000;1044
BTSX.ETH/USD;60;20190508;080000;166.6400000;168.6700000;166.6400000;168.2000000;1156
BTSX.ETH/USD;60;20190508;090000;168.1300000;168.9200000;167.0400000;168.6400000;1172
BTSX.ETH/USD;60;20190508;100000;168.5100000;169.8200000;168.4900000;169.0500000;1487
BTSX.ETH/USD;60;20190508;110000;168.9500000;169.2100000;167.5000000;167.8100000;1810
BTSX.ETH/USD;60;20190508;120000;167.7400000;168.7500000;166.7900000;167.6300000;4591
BTSX.ETH/USD;60;20190508;130000;167.7100000;168.4300000;167.5600000;168.1500000;3676
BTSX.ETH/USD;60;20190508;140000;168.1500000;168.9900000;167.4000000;168.2200000;4160
BTSX.ETH/USD;60;20190508;150000;168.2500000;169.3100000;167.7500000;168.6000000;2162
BTSX.ETH/USD;60;20190508;160000;168.7800000;169.2500000;168.2100000;168.9900000;2768
BTSX.ETH/USD;60;20190508;170000;168.7500000;169.0000000;167.9600000;168.3400000;2157
BTSX.ETH/USD;60;20190508;180000;168.3000000;168.3000000;166.0000000;167.7100000;4068
BTSX.ETH/USD;60;20190508;190000;167.9400000;169.1100000;167.6200000;168.5400000;4585
BTSX.ETH/USD;60;20190508;200000;168.5800000;169.0100000;167.1800000;167.1800000;1647
BTSX.ETH/USD;60;20190508;210000;167.4600000;168.0000000;166.5900000;167.2500000;445
BTSX.ETH/USD;60;20190508;220000;167.1600000;167.6600000;166.6400000;167.5300000;1352
BTSX.ETH/USD;60;20190508;230000;167.4400000;168.5300000;167.0700000;168.0000000;1154
BTSX.ETH/USD;60;20190509;000000;167.8500000;168.4300000;167.1700000;168.1900000;1059
BTSX.ETH/USD;60;20190509;010000;168.4000000;169.2200000;168.1000000;169.1400000;1027
BTSX.ETH/USD;60;20190509;020000;168.6200000;171.4000000;168.2100000;170.3200000;2686
BTSX.ETH/USD;60;20190509;030000;170.4200000;172.0100000;167.1000000;169.3400000;4068
BTSX.ETH/USD;60;20190509;040000;169.6900000;171.7900000;168.6700000;171.2100000;2077
BTSX.ETH/USD;60;20190509;050000;171.2900000;173.5000000;170.4500000;171.9200000;2855
BTSX.ETH/USD;60;20190509;060000;171.6500000;172.0600000;171.0100000;171.0500000;881
BTSX.ETH/USD;60;20190509;070000;171.0600000;171.3600000;170.3600000;170.7000000;1035
BTSX.ETH/USD;60;20190509;080000;170.6000000;171.3200000;170.4500000;171.3200000;492
BTSX.ETH/USD;60;20190509;090000;171.3500000;171.5900000;169.1700000;169.4900000;1717
BTSX.ETH/USD;60;20190509;100000;169.5300000;169.8500000;168.1100000;169.5200000;1735
BTSX.ETH/USD;60;20190509;110000;169.5200000;170.0000000;168.8800000;169.3900000;1106
BTSX.ETH/USD;60;20190509;120000;169.3900000;170.7800000;169.3900000;170.2600000;1585
BTSX.ETH/USD;60;20190509;130000;170.3100000;170.5200000;169.3900000;170.0100000;1287
BTSX.ETH/USD;60;20190509;140000;170.2400000;170.3200000;169.7500000;169.8900000;404
BTSX.ETH/USD;60;20190509;150000;169.8800000;170.0600000;168.8200000;169.1100000;1410
BTSX.ETH/USD;60;20190509;160000;169.0600000;169.0600000;167.1000000;167.8000000;6835
BTSX.ETH/USD;60;20190509;170000;167.8000000;168.4700000;165.9800000;168.2200000;3139
BTSX.ETH/USD;60;20190509;180000;167.9900000;168.3000000;167.2600000;167.6700000;2202
BTSX.ETH/USD;60;20190509;190000;167.6400000;167.7700000;166.7700000;167.2700000;1507
BTSX.ETH/USD;60;20190509;200000;167.1300000;167.8700000;167.0500000;167.5200000;1906
BTSX.ETH/USD;60;20190509;210000;167.4700000;167.4700000;166.3600000;166.6800000;2933
BTSX.ETH/USD;60;20190509;220000;166.5600000;166.7800000;165.2300000;166.3200000;2497
BTSX.ETH/USD;60;20190509;230000;166.2300000;167.2300000;166.1100000;166.8000000;1272
BTSX.ETH/USD;60;20190510;000000;166.7000000;168.1400000;166.3500000;168.1000000;2616
BTSX.ETH/USD;60;20190510;010000;168.1200000;169.4800000;167.9400000;168.2400000;1502
BTSX.ETH/USD;60;20190510;020000;168.0200000;170.4300000;167.5400000;170.4300000;2428
BTSX.ETH/USD;60;20190510;030000;170.5900000;171.3900000;169.7100000;170.1400000;2369
BTSX.ETH/USD;60;20190510;040000;170.2900000;170.4700000;168.7700000;168.8100000;1172
BTSX.ETH/USD;60;20190510;050000;168.2100000;169.5200000;167.4100000;169.2600000;2183
BTSX.ETH/USD;60;20190510;060000;169.2300000;171.3100000;168.8700000;170.5800000;3510
BTSX.ETH/USD;60;20190510;070000;170.6200000;172.0000000;169.2200000;170.4100000;5903
BTSX.ETH/USD;60;20190510;080000;170.0700000;175.5800000;170.0000000;175.2700000;8398
BTSX.ETH/USD;60;20190510;090000;175.1200000;175.1500000;173.3900000;174.5900000;2355
BTSX.ETH/USD;60;20190510;100000;174.6200000;174.7600000;173.6600000;174.4400000;2844
BTSX.ETH/USD;60;20190510;110000;174.4100000;174.5500000;173.8800000;174.2700000;3471
BTSX.ETH/USD;60;20190510;120000;174.2800000;175.3600000;171.6000000;172.2300000;3917
BTSX.ETH/USD;60;20190510;130000;172.4000000;173.3200000;171.5500000;172.9700000;1361
BTSX.ETH/USD;60;20190510;140000;173.2100000;173.7100000;172.0100000;172.0900000;927
BTSX.ETH/USD;60;20190510;150000;172.3700000;172.6600000;171.6100000;171.9900000;1002
BTSX.ETH/USD;60;20190510;160000;171.9900000;171.9900000;170.9500000;171.3500000;4352
BTSX.ETH/USD;60;20190510;170000;171.3600000;171.8900000;170.8000000;171.5400000;4499
BTSX.ETH/USD;60;20190510;180000;171.5100000;171.8000000;170.5800000;171.0000000;3095
BTSX.ETH/USD;60;20190510;190000;170.8900000;172.5400000;170.7000000;172.3000000;3121
BTSX.ETH/USD;60;20190510;200000;172.1700000;173.7800000;171.7100000;173.0200000;3505
BTSX.ETH/USD;60;20190510;210000;172.7600000;175.9800000;172.3000000;175.7000000;5115
BTSX.ETH/USD;60;20190510;220000;175.7000000;176.1200000;173.5200000;174.4600000;4313
BTSX.ETH/USD;60;20190510;230000;174.4600000;175.3600000;173.7300000;174.7300000;1761
BTSX.ETH/USD;60;20190511;000000;174.4900000;175.8100000;168.8000000;171.5200000;7125
BTSX.ETH/USD;60;20190511;010000;171.5200000;172.6500000;170.3400000;172.1100000;3115
BTSX.ETH/USD;60;20190511;020000;171.9500000;173.4000000;171.6800000;173.4000000;883
BTSX.ETH/USD;60;20190511;030000;173.3600000;173.3600000;171.7600000;172.1800000;1210
BTSX.ETH/USD;60;20190511;040000;172.2100000;174.6000000;172.2100000;174.2900000;1102
BTSX.ETH/USD;60;20190511;050000;174.2300000;175.3500000;173.4000000;175.3500000;961
BTSX.ETH/USD;60;20190511;060000;175.4000000;177.6800000;173.5300000;176.3100000;5716
BTSX.ETH/USD;60;20190511;070000;176.2600000;176.6900000;175.2400000;175.7900000;2245
BTSX.ETH/USD;60;20190511;080000;176.2700000;176.5000000;172.0400000;175.0600000;1839
BTSX.ETH/USD;60;20190511;090000;175.0500000;177.3700000;174.3300000;176.0400000;2959
BTSX.ETH/USD;60;20190511;100000;176.5100000;178.8600000;175.4700000;177.5000000;13860
BTSX.ETH/USD;60;20190511;110000;177.2100000;178.4700000;176.8200000;176.8200000;2922
BTSX.ETH/USD;60;20190511;120000;177.0800000;185.6800000;177.0800000;183.4800000;14185
BTSX.ETH/USD;60;20190511;130000;183.5000000;185.4500000;183.5000000;185.4500000;9168
BTSX.ETH/USD;60;20190511;140000;185.5200000;194.5500000;185.5200000;191.9000000;14544
BTSX.ETH/USD;60;20190511;150000;192.0000000;193.1800000;187.9900000;188.8000000;8698
BTSX.ETH/USD;60;20190511;160000;188.9700000;189.8800000;186.8000000;188.3700000;2868
BTSX.ETH/USD;60;20190511;170000;188.3700000;190.5400000;187.7200000;190.0100000;4462
BTSX.ETH/USD;60;20190511;180000;189.9900000;190.0800000;187.7300000;189.4200000;3570
BTSX.ETH/USD;60;20190511;190000;189.4200000;192.8900000;188.9000000;192.7100000;4893
BTSX.ETH/USD;60;20190511;200000;191.9500000;192.6700000;190.0000000;190.6100000;6202
BTSX.ETH/USD;60;20190511;210000;190.3700000;199.6600000;188.5300000;199.2600000;10293
BTSX.ETH/USD;60;20190511;220000;198.8900000;200.0000000;195.8800000;197.2500000;8455
BTSX.ETH/USD;60;20190511;230000;197.4200000;197.4500000;194.2700000;195.7200000;7876
BTSX.ETH/USD;60;20190512;000000;195.7300000;199.0000000;195.7300000;198.4500000;8851
BTSX.ETH/USD;60;20190512;010000;198.4400000;199.8600000;195.2000000;199.1700000;3385
BTSX.ETH/USD;60;20190512;020000;199.1500000;203.0000000;196.3000000;201.0300000;19179
BTSX.ETH/USD;60;20190512;030000;200.7200000;207.0000000;188.6700000;192.0000000;17247
BTSX.ETH/USD;60;20190512;040000;192.0100000;196.5800000;186.2200000;189.9900000;15718
BTSX.ETH/USD;60;20190512;050000;190.2300000;196.1400000;190.2300000;194.7800000;4256
BTSX.ETH/USD;60;20190512;060000;194.9100000;196.8500000;192.3100000;192.5600000;3022
BTSX.ETH/USD;60;20190512;070000;192.6800000;195.2900000;192.0800000;193.8400000;2572
BTSX.ETH/USD;60;20190512;080000;194.4500000;196.0100000;194.0000000;194.6400000;2071
BTSX.ETH/USD;60;20190512;090000;194.2900000;198.4000000;194.2900000;197.7600000;4379
BTSX.ETH/USD;60;20190512;100000;197.9000000;199.7600000;196.2600000;197.9300000;4853
BTSX.ETH/USD;60;20190512;110000;197.9200000;204.0000000;197.8600000;201.8500000;6493
BTSX.ETH/USD;60;20190512;120000;201.2000000;202.9100000;189.6600000;196.5100000;18042
BTSX.ETH/USD;60;20190512;130000;196.5600000;199.0000000;192.7300000;195.3100000;9005
BTSX.ETH/USD;60;20190512;140000;194.9500000;196.2400000;190.0600000;191.8800000;13073
BTSX.ETH/USD;60;20190512;150000;191.4600000;194.0100000;186.1400000;190.4200000;11012
BTSX.ETH/USD;60;20190512;160000;190.2600000;191.2400000;188.0000000;191.1600000;8074
BTSX.ETH/USD;60;20190512;170000;191.2700000;192.9200000;189.1600000;189.4500000;2703
BTSX.ETH/USD;60;20190512;180000;189.6200000;190.9100000;183.3000000;184.2600000;8393
BTSX.ETH/USD;60;20190512;190000;184.7000000;186.7600000;182.6400000;185.7400000;6817
BTSX.ETH/USD;60;20190512;200000;185.7000000;186.6900000;183.7900000;183.9000000;2312
BTSX.ETH/USD;60;20190512;210000;184.0200000;186.7700000;184.0000000;186.1200000;2884
BTSX.ETH/USD;60;20190512;220000;186.0000000;188.6600000;185.8200000;188.6500000;3663
BTSX.ETH/USD;60;20190512;230000;188.6500000;188.6500000;186.3900000;187.8500000;1421
BTSX.ETH/USD;60;20190513;000000;187.9200000;190.7700000;187.0000000;190.6600000;2310
BTSX.ETH/USD;60;20190513;010000;190.4600000;191.3300000;188.8100000;190.9900000;2134
BTSX.ETH/USD;60;20190513;020000;190.6300000;191.0000000;185.5800000;187.3200000;4856
BTSX.ETH/USD;60;20190513;030000;187.1000000;188.4400000;185.3100000;188.2700000;2338
BTSX.ETH/USD;60;20190513;040000;188.0700000;190.5600000;185.7500000;189.8900000;3847
BTSX.ETH/USD;60;20190513;050000;190.3200000;191.1200000;189.3200000;189.4600000;2019
BTSX.ETH/USD;60;20190513;060000;189.0000000;190.0200000;188.4800000;189.4400000;847
BTSX.ETH/USD;60;20190513;070000;189.4300000;189.7000000;188.0000000;189.2000000;1488
BTSX.ETH/USD;60;20190513;080000;189.2000000;191.7700000;189.1200000;191.6000000;967
BTSX.ETH/USD;60;20190513;090000;191.6400000;192.5000000;189.5800000;189.8700000;1543
BTSX.ETH/USD;60;20190513;100000;189.8500000;190.7700000;189.2100000;189.8600000;919
BTSX.ETH/USD;60;20190513;110000;189.8900000;189.8900000;187.0000000;187.5400000;1162
BTSX.ETH/USD;60;20190513;120000;187.6500000;188.5700000;186.6900000;188.2000000;3134
BTSX.ETH/USD;60;20190513;130000;188.0800000;190.3900000;188.0800000;189.7500000;4559
BTSX.ETH/USD;60;20190513;140000;190.2600000;190.3000000;188.4700000;190.1000000;2592
BTSX.ETH/USD;60;20190513;150000;190.4300000;193.4600000;189.6500000;191.9400000;6713
BTSX.ETH/USD;60;20190513;160000;191.9600000;194.3300000;191.5200000;194.3300000;10431
BTSX.ETH/USD;60;20190513;170000;194.1700000;195.0000000;193.2000000;193.8600000;6057
BTSX.ETH/USD;60;20190513;180000;193.7500000;198.4000000;193.0600000;196.0400000;7609
BTSX.ETH/USD;60;20190513;190000;196.2500000;204.2500000;195.5700000;202.2000000;22122
BTSX.ETH/USD;60;20190513;200000;202.6600000;208.9000000;199.9600000;204.4000000;18239
BTSX.ETH/USD;60;20190513;210000;204.0100000;204.6500000;199.3300000;200.1600000;6263
BTSX.ETH/USD;60;20190513;220000;200.0000000;202.6400000;199.4700000;202.0300000;3468
BTSX.ETH/USD;60;20190513;230000;202.1400000;202.9800000;201.0800000;202.2100000;3542
BTSX.ETH/USD;60;20190514;000000;201.7900000;201.7900000;199.4300000;200.4900000;4475
BTSX.ETH/USD;60;20190514;010000;200.7700000;205.3400000;199.8500000;204.2700000;6733
BTSX.ETH/USD;60;20190514;020000;204.2000000;206.0000000;193.0000000;196.8600000;7393
BTSX.ETH/USD;60;20190514;030000;196.7300000;197.5400000;191.3700000;196.1300000;7818
BTSX.ETH/USD;60;20190514;040000;196.1400000;198.6500000;194.9900000;196.8000000;2218
BTSX.ETH/USD;60;20190514;050000;196.8700000;201.4800000;196.7600000;199.7100000;3762
BTSX.ETH/USD;60;20190514;060000;199.7100000;206.6500000;198.2000000;204.5100000;5464
BTSX.ETH/USD;60;20190514;070000;204.6200000;211.0000000;204.5500000;209.3000000;14014
BTSX.ETH/USD;60;20190514;080000;209.2400000;212.3900000;208.1800000;211.1300000;10580
BTSX.ETH/USD;60;20190514;090000;211.1100000;214.4000000;207.5200000;208.5400000;12763
BTSX.ETH/USD;60;20190514;100000;208.4400000;210.9900000;208.2200000;210.9000000;5432
BTSX.ETH/USD;60;20190514;110000;210.7900000;215.0000000;209.7200000;214.9500000;12143
BTSX.ETH/USD;60;20190514;120000;215.0000000;215.3500000;204.0000000;206.6500000;15213
BTSX.ETH/USD;60;20190514;130000;206.6500000;209.4800000;206.1300000;207.5500000;3134
BTSX.ETH/USD;60;20190514;140000;207.5200000;207.5200000;202.5100000;205.9300000;2857
BTSX.ETH/USD;60;20190514;150000;205.7200000;207.5200000;205.1300000;206.7100000;2469
BTSX.ETH/USD;60;20190514;160000;206.7100000;210.0000000;206.4800000;209.1200000;4991
BTSX.ETH/USD;60;20190514;170000;209.1400000;209.9000000;205.9000000;207.9400000;4516
BTSX.ETH/USD;60;20190514;180000;208.3000000;210.8500000;203.9300000;207.3200000;9036
BTSX.ETH/USD;60;20190514;190000;207.2700000;208.9100000;203.3700000;203.3800000;4536
BTSX.ETH/USD;60;20190514;200000;203.8400000;208.4400000;199.5400000;207.7900000;7621
BTSX.ETH/USD;60;20190514;210000;207.6600000;209.2800000;206.0000000;208.4600000;3396
BTSX.ETH/USD;60;20190514;220000;208.4500000;208.5500000;204.8400000;205.1000000;4870
BTSX.ETH/USD;60;20190514;230000;204.9300000;205.4700000;201.3600000;204.6500000;6439
BTSX.ETH/USD;60;20190515;000000;204.1900000;206.3500000;202.7200000;204.1800000;2839
BTSX.ETH/USD;60;20190515;010000;204.1600000;209.2500000;202.8300000;208.3000000;2219
BTSX.ETH/USD;60;20190515;020000;208.5000000;216.7000000;208.5000000;216.7000000;7545
BTSX.ETH/USD;60;20190515;030000;216.9000000;220.9900000;215.4900000;217.5000000;9965
BTSX.ETH/USD;60;20190515;040000;217.4800000;223.0100000;217.3500000;220.4600000;8940
BTSX.ETH/USD;60;20190515;050000;221.1400000;223.8900000;220.5000000;221.4000000;2235
BTSX.ETH/USD;60;20190515;060000;221.2300000;224.6400000;219.2800000;223.2700000;4900
BTSX.ETH/USD;60;20190515;070000;223.4600000;230.9200000;223.3700000;229.8900000;10160
BTSX.ETH/USD;60;20190515;080000;229.9800000;229.9800000;225.5800000;226.5500000;3147
BTSX.ETH/USD;60;20190515;090000;226.5100000;229.9600000;225.0000000;229.7100000;4520
BTSX.ETH/USD;60;20190515;100000;229.5500000;235.2000000;229.5500000;231.2900000;9778
BTSX.ETH/USD;60;20190515;110000;231.3400000;232.7500000;225.4700000;227.7500000;10817
BTSX.ETH/USD;60;20190515;120000;228.0300000;231.3900000;225.7300000;228.1800000;7037
BTSX.ETH/USD;60;20190515;130000;228.1800000;235.0000000;227.6300000;234.0000000;6573
BTSX.ETH/USD;60;20190515;140000;234.1200000;237.3600000;232.9300000;233.3800000;8757
BTSX.ETH/USD;60;20190515;150000;233.3800000;235.0800000;231.1200000;232.3800000;11932
BTSX.ETH/USD;60;20190515;160000;232.4400000;233.0800000;228.2900000;231.4400000;6575
BTSX.ETH/USD;60;20190515;170000;231.3700000;234.3700000;227.8200000;232.0800000;8944
BTSX.ETH/USD;60;20190515;180000;232.3000000;233.5600000;230.4100000;231.2800000;4087
BTSX.ETH/USD;60;20190515;190000;231.5500000;239.5000000;231.2500000;239.3500000;6227
BTSX.ETH/USD;60;20190515;200000;239.5000000;243.9700000;236.9100000;240.6700000;14739
BTSX.ETH/USD;60;20190515;210000;240.3900000;245.9800000;239.2700000;243.1000000;9221
BTSX.ETH/USD;60;20190515;220000;243.1000000;243.9500000;239.2100000;241.4600000;6065
BTSX.ETH/USD;60;20190515;230000;241.1400000;243.0000000;238.8000000;242.7100000;4444
BTSX.ETH/USD;60;20190516;000000;242.6800000;244.1100000;237.2900000;239.6600000;5259
BTSX.ETH/USD;60;20190516;010000;239.4700000;242.2600000;236.4600000;241.5800000;1901
BTSX.ETH/USD;60;20190516;020000;241.5000000;247.0100000;240.6500000;246.6800000;5251
BTSX.ETH/USD;60;20190516;030000;247.1000000;250.8000000;246.2600000;248.7400000;6893
BTSX.ETH/USD;60;20190516;040000;248.7500000;270.0900000;247.8100000;264.6400000;13688
BTSX.ETH/USD;60;20190516;050000;264.4700000;269.5200000;262.2800000;266.5000000;6508
BTSX.ETH/USD;60;20190516;060000;266.4600000;274.0400000;263.9500000;272.6600000;7698
BTSX.ETH/USD;60;20190516;070000;272.6500000;273.0000000;267.9000000;270.0100000;5230
BTSX.ETH/USD;60;20190516;080000;269.6500000;269.6500000;250.0000000;260.2000000;25113
BTSX.ETH/USD;60;20190516;090000;260.6500000;262.4800000;257.0200000;259.1500000;15849
BTSX.ETH/USD;60;20190516;100000;258.7800000;269.3500000;257.0800000;267.8300000;7705
BTSX.ETH/USD;60;20190516;110000;267.8700000;268.2100000;260.8400000;261.7400000;10206
BTSX.ETH/USD;60;20190516;120000;261.3300000;264.3800000;259.0800000;259.0800000;10935
BTSX.ETH/USD;60;20190516;130000;259.5100000;263.0000000;254.6000000;256.3000000;12347
BTSX.ETH/USD;60;20190516;140000;257.0400000;258.6300000;242.0000000;246.6700000;11615
BTSX.ETH/USD;60;20190516;150000;246.6400000;253.6700000;245.5300000;250.2800000;6441
BTSX.ETH/USD;60;20190516;160000;250.4500000;252.8700000;242.1400000;245.6300000;9805
BTSX.ETH/USD;60;20190516;170000;246.0000000;251.8800000;245.0000000;251.1500000;12726
BTSX.ETH/USD;60;20190516;180000;251.4200000;263.0000000;251.4200000;261.2900000;15972
BTSX.ETH/USD;60;20190516;190000;261.7900000;281.0000000;261.7900000;278.6500000;15329
BTSX.ETH/USD;60;20190516;200000;278.4900000;279.5100000;261.5600000;265.7600000;21500
BTSX.ETH/USD;60;20190516;210000;266.0900000;267.5200000;256.9100000;263.0300000;9457
BTSX.ETH/USD;60;20190516;220000;263.0500000;268.8900000;257.8000000;263.1200000;10691
BTSX.ETH/USD;60;20190516;230000;263.1200000;263.6200000;254.9600000;260.0900000;8597
BTSX.ETH/USD;60;20190517;000000;259.5600000;262.8000000;254.2600000;254.2600000;11045
BTSX.ETH/USD;60;20190517;010000;254.2000000;270.3300000;253.0700000;267.0000000;6910
BTSX.ETH/USD;60;20190517;020000;266.6700000;272.5300000;257.1600000;259.1600000;9885
BTSX.ETH/USD;60;20190517;030000;259.5800000;265.9400000;258.6600000;264.5100000;6527
BTSX.ETH/USD;60;20190517;040000;264.5000000;269.5500000;261.0900000;261.0900000;6501
BTSX.ETH/USD;60;20190517;050000;261.8100000;262.7700000;251.8600000;254.9800000;9329
BTSX.ETH/USD;60;20190517;060000;254.9300000;257.6300000;243.0000000;243.8700000;7627
BTSX.ETH/USD;60;20190517;070000;243.4500000;243.4600000;214.0000000;238.2300000;37877
BTSX.ETH/USD;60;20190517;080000;238.2400000;246.3600000;235.4300000;240.7000000;13771
BTSX.ETH/USD;60;20190517;090000;240.7300000;243.7300000;235.8800000;236.2900000;11869
BTSX.ETH/USD;60;20190517;100000;236.7000000;241.1000000;230.4100000;235.8100000;12772
BTSX.ETH/USD;60;20190517;110000;235.9700000;242.0000000;235.6400000;239.6800000;10655
BTSX.ETH/USD;60;20190517;120000;239.7900000;240.9400000;236.1800000;238.4200000;5592
BTSX.ETH/USD;60;20190517;130000;238.6900000;240.2100000;236.3000000;239.0800000;2763
BTSX.ETH/USD;60;20190517;140000;238.5400000;238.6000000;231.0000000;234.4900000;7347
BTSX.ETH/USD;60;20190517;150000;234.0500000;234.4600000;223.8100000;228.7700000;12523
BTSX.ETH/USD;60;20190517;160000;229.1600000;235.3700000;223.1100000;234.6100000;11966
BTSX.ETH/USD;60;20190517;170000;234.6700000;239.7800000;232.6600000;239.7700000;4244
BTSX.ETH/USD;60;20190517;180000;239.6500000;241.1500000;234.0200000;234.5100000;6757
BTSX.ETH/USD;60;20190517;190000;234.7400000;236.3300000;228.0200000;229.3100000;4499
BTSX.ETH/USD;60;20190517;200000;229.6200000;236.7400000;224.0100000;230.2200000;7386
BTSX.ETH/USD;60;20190517;210000;230.0800000;232.1900000;226.3500000;229.0700000;4693
BTSX.ETH/USD;60;20190517;220000;228.6200000;232.7400000;226.4700000;231.1100000;4678
BTSX.ETH/USD;60;20190517;230000;231.3800000;233.5100000;228.0000000;232.7000000;4023
BTSX.ETH/USD;60;20190518;000000;232.4000000;233.7300000;230.3600000;233.1300000;3236
BTSX.ETH/USD;60;20190518;010000;233.6300000;239.9800000;233.6300000;239.5300000;2471
BTSX.ETH/USD;60;20190518;020000;239.0500000;241.0000000;236.4500000;237.0900000;3531
BTSX.ETH/USD;60;20190518;030000;236.8400000;245.4800000;236.7400000;244.0900000;4784
BTSX.ETH/USD;60;20190518;040000;244.5500000;248.3300000;237.8300000;240.3000000;6915
BTSX.ETH/USD;60;20190518;050000;239.9900000;243.0800000;237.6500000;239.1200000;2576
BTSX.ETH/USD;60;20190518;060000;239.0700000;242.1200000;238.6300000;239.9400000;1627
BTSX.ETH/USD;60;20190518;070000;240.2500000;244.9700000;240.2500000;244.7300000;1926
BTSX.ETH/USD;60;20190518;080000;244.9200000;245.6100000;240.4300000;242.8300000;1837
BTSX.ETH/USD;60;20190518;090000;243.1600000;245.8800000;241.9700000;243.4000000;1674
BTSX.ETH/USD;60;20190518;100000;243.3800000;243.6600000;239.5900000;240.2400000;2380
BTSX.ETH/USD;60;20190518;110000;240.5400000;241.1900000;235.0000000;236.7000000;1420
BTSX.ETH/USD;60;20190518;120000;237.0300000;238.8300000;235.6600000;236.8100000;1586
BTSX.ETH/USD;60;20190518;130000;236.4800000;236.4800000;231.2000000;235.8000000;1607
BTSX.ETH/USD;60;20190518;140000;235.8900000;237.4500000;233.8500000;235.2600000;691
BTSX.ETH/USD;60;20190518;150000;235.5200000;238.9300000;234.0000000;234.0000000;1698
BTSX.ETH/USD;60;20190518;160000;234.0900000;237.5900000;232.6800000;235.2000000;1672
